id	idDapil	nama	namaPartai	noUrut	originalFilename	stringJenisKelamin
281340	101	JUNITA BR SEMBIRING	PARTAI GERAKAN INDONESIA RAYA	2	junitas.jpeg	Perempuan
285300	101	PANA AKBAR SIMATUPANG	PARTAI GERAKAN INDONESIA RAYA	3	PANAAKBAR.jpeg	Laki-Laki
295796	101	HJ. WIWIK SUSIANA DEWI	PARTAI GERAKAN INDONESIA RAYA	4	PHOTO.jpeg	Perempuan
263249	101	INDRA MAHA	PARTAI GERAKAN INDONESIA RAYA	5	INDRAMAHA.jpg	Laki-Laki
176390	101	HAN FERNANDES SINULINGGA, S.IP, M.SI	PARTAI DEMOKRASI INDONESIA PERJUANGAN	1	Han Fernandes Sinulingga.jpg	Laki-Laki
111713	101	H. ANWAR SANI TARIGAN	PARTAI DEMOKRASI INDONESIA PERJUANGAN	2	anwar sani.jpg	Laki-Laki
112260	101	ADRIYANTI ROSDEWITA MEYER SIMANJUNTAK	PARTAI DEMOKRASI INDONESIA PERJUANGAN	3	ADRIYANTY SIMANJUNTAK.JPG	Perempuan
253856	101	SUMIHAR SAGALA, SE	PARTAI DEMOKRASI INDONESIA PERJUANGAN	4	SALMON.jpg	Laki-Laki
242292	101	SITI AMINAH BR PERANGIN ANGIN, SE, M.SP	PARTAI DEMOKRASI INDONESIA PERJUANGAN	5	Pas Photo 4 x 6.jpg	Perempuan
173616	101	LEONARD SURUNGAN SAMOSIR, BA	Partai Golongan Karya	1	LEONARD SURUNGAN.jpg	Laki-Laki
144172	101	FRANS DANTE GINTING	Partai Golongan Karya	2	FRANS DANTE GINTING.jpg	Laki-Laki
238563	101	Dra. SUSI MERRY JUNITA SINAGA	Partai Golongan Karya	3	SUSI MERY JUNITA.jpeg	Perempuan
157134	101	FRANC BERNHARD	Partai Golongan Karya	4	FRANS BERHARD.jpg	Laki-Laki
233508	101	YOHANA STEVANI SILAEN, SE	Partai Golongan Karya	5	YOHANA STEVANI SILAEN.jpg	Perempuan
179710	101	DRA. REMITA BR SEMBIRING	Partai NasDem	1	Foto.Jpeg	Perempuan
182755	101	HEBEN HESER GINTING, A.Md, SE	Partai NasDem	2	Foto.2.jpeg	Laki-Laki
117904	101	REINFIL CAPAH, DR, M.KES	Partai NasDem	3	Foto. JPG.jpeg	Laki-Laki
187704	101	SRI PUJIATI	Partai NasDem	4	Foto.2.jpeg	Perempuan
168063	101	EFRAT JUMAT AGUNG GINTING	Partai NasDem	5	Foto.jpeg	Laki-Laki
266886	101	MERIATI BUTAR BUTAR	PARTAI BERKARYA	1	PHOTO.jpg	Perempuan
230240	101	DEWANTARA SEMBIRING, SH	PARTAI BERKARYA	2	PHOTO.jpg	Laki-Laki
261061	101	IMELDA FRANSISCA BR SEMBIRING	PARTAI BERKARYA	3	m.jpg	Perempuan
257711	101	NUNGGUNG SINULINGGA	Partai Keadilan Sejahtera	1	Nunggung.jpg	Laki-Laki
186873	101	IRMA HAMIDAH SURI BERUTU	Partai Keadilan Sejahtera	2	IRMA HAMIDAH DAPIL 11.jpg	Perempuan
167156	101	SANTINO K. PUTRA SINULINGGA	Persatuan Indonesia	1	Photo.jpeg	Laki-Laki
103899	101	ROSMERI BR PERANGIN-ANGIN, S.Pd	Persatuan Indonesia	2	Pas Photo.jpeg	Perempuan
89897	101	BOIN SILALAHI, SH.,MH	Persatuan Indonesia	3	Pas Photo.jpeg	Laki-Laki
213602	101	ELLI VERONIKA BR MANIHURUK, SP	Persatuan Indonesia	4	Photo.jpeg	Perempuan
293453	101	HAGA BASTARA LISINIUS BANGUN	Persatuan Indonesia	5	HAGA.jpg	Laki-Laki
201890	101	SUASANA NIKMAT GINTING, MA	Partai Persatuan pembangunan	1	SUASANA NIKMAT GINTING.jpg	Laki-Laki
106136	101	JHONSON SITANGGANG, S.P, MM	Partai Persatuan pembangunan	2	FOTO.jpg	Laki-Laki
295837	101	WARDIATUL SAKDIAH SIMATUPANG, SHI	Partai Persatuan pembangunan	3	WARDIATUL.jpg	Perempuan
215776	101	YORI TRI SETIA ANDROMEDA BARUS	Partai Solidaritas Indonesia	1	WhatsApp Image 2018-07-17 at 11.31.44 PM.jpeg	Laki-Laki
238423	101	SARTIKA	Partai Solidaritas Indonesia	2	WhatsApp Image 2018-07-18 at 12.51.47 AM(1).jpeg	Perempuan
226286	101	TOGI MANAOR SIANIPAR	Partai Solidaritas Indonesia	3	WhatsApp Image 2018-07-18 at 12.51.47 AM(2).jpeg	Laki-Laki
103757	101	OSAKA HENDRA GINTING	PARTAI AMANAT NASIONAL	1	4X6.jpg	Laki-Laki
147087	101	KARTIKA DEWI	PARTAI AMANAT NASIONAL	2	4X6.jpg	Perempuan
92595	101	ROSMAWITA GINTING, SE	PARTAI AMANAT NASIONAL	3	4X6.jpg	Perempuan
294558	101	ARDIAN RIZKI	PARTAI AMANAT NASIONAL	4	ARDIAN RIZKI.jpg	Laki-Laki
106219	101	FARIDAWATI GINTING	PARTAI AMANAT NASIONAL	5	4X6.jpg	Perempuan
60855	101	TONI TOGATOROP, SE, MM	Partai Hati Nurani Rakyat	1	PAS FOTO.jpg	Laki-Laki
141422	101	PENGAMAT SEMBIRING, SE	Partai Hati Nurani Rakyat	2	Pas Photo.jpg	Laki-Laki
129959	101	NURAINUN MAHA, SE	Partai Hati Nurani Rakyat	3	Pas Photo.jpg	Perempuan
146897	101	DAHLAN SIANTURI, SE	Partai Hati Nurani Rakyat	4	Pas Photo.jpg	Laki-Laki
209225	101	ELIYA RAMADHONA	Partai Hati Nurani Rakyat	5	PAS FOTO.jpg	Perempuan
295003	101	LAYARI SINUKABAN	PARTAI DEMOKRAT	1	PASPHOTO LAYAR BIRU.jpg	Laki-Laki
116494	101	JESAYAS TARIGAN	PARTAI DEMOKRAT	2	FOTO.jpg	Laki-Laki
294701	101	NOPRIDA WATI	PARTAI DEMOKRAT	3	PASPHOTO KECIL.jpg	Perempuan
203679	101	MEILDA PANDIANGAN, SE	PARTAI DEMOKRAT	4	Meilda Pandiangan pas photo 4x6.jpg	Perempuan
198350	101	TUREDO SITINDAON, SH	PARTAI DEMOKRAT	5	PASPHOTO KECIL.jpg	Laki-Laki
121475	101	KADIRUN PADANG	Partai Bulan Bintang	1	9. KADIRUN PADANG.jpg	Laki-Laki
165717	101	ZULHIJAYANTI NASUTION, MH.I	Partai Bulan Bintang	2	9. ZULHIJAYANTI NASUTION.JPG	Perempuan
299501	101	THOMAS IMANUEL GINTING	Partai Keadilan dan Persatuan Indonesia	1	WhatsApp Image 2018-07-31 at 18.48.57.jpeg	Laki-Laki
299900	101	FRINCES PANJAITAN	Partai Keadilan dan Persatuan Indonesia	2		Perempuan
257119	101	PHILIPS LUMUMBA SITORUS	Partai Keadilan dan Persatuan Indonesia	3	WhatsApp Image 2018-07-17 at 02.49.22.jpeg	Laki-Laki
299952	101	SANTI SILAEN	Partai Keadilan dan Persatuan Indonesia	4	WhatsApp Image 2018-07-31 at 20.41.14.jpeg	Perempuan
104850	101	EDWARD PARULIAN SITUMEANG	Partai Keadilan dan Persatuan Indonesia	5	WhatsApp Image 2018-07-17 at 02.57.56.jpeg	Laki-Laki
187667	102	ABDUL KHAIR	Partai Kebangkitan Bangsa	1	4 X 6 WARNA.JPG	Laki-Laki
187836	102	RISFIATI ERLINA	Partai Kebangkitan Bangsa	2	4 x 6 .jpg	Perempuan
186406	102	H. ZEFRI JANUAR PRIBADI	Partai Kebangkitan Bangsa	3	4 X 6 WARNA.JPG	Laki-Laki
106221	102	H. SUNARTO	Partai Kebangkitan Bangsa	4	4 X 6 WARNA-SUNARTO.JPG	Laki-Laki
101844	102	H. JABARSYAH	Partai Kebangkitan Bangsa	5	3 - 4 X 6 WARNA - H JABARSYAH.JPG	Laki-Laki
198704	102	UMI CAHAYA, S.Pd	Partai Kebangkitan Bangsa	6	4 X 6 WARNA.JPG	Perempuan
168880	102	M. TRI WAHYU AMAMI KJ	Partai Kebangkitan Bangsa	7	4 x 6 warna.jpg	Laki-Laki
218662	102	MEGA FITRI YANTI	Partai Kebangkitan Bangsa	8	4 X 6 WARNA.JPG	Perempuan
103321	102	FAHRUL ROZI, SH	Partai Kebangkitan Bangsa	9	3- 4 X 6 WARNA- FAHRU RAZI SH.JPG	Laki-Laki
186893	102	Drs. H. SAHRUDDIN	Partai Kebangkitan Bangsa	10	4 X 6 WARNA.JPG	Laki-Laki
260421	102	H. AJIE KARIM	PARTAI GERAKAN INDONESIA RAYA	1	ajikarim.jpg	Laki-Laki
278876	102	LOLOM SUWONDO, S.Sos	PARTAI GERAKAN INDONESIA RAYA	2	FOTO.jpg	Laki-Laki
271552	102	DARWANIA	PARTAI GERAKAN INDONESIA RAYA	3	FOTO DARWANIA.jpg	Perempuan
259876	102	MAHSIN, SH	PARTAI GERAKAN INDONESIA RAYA	4	Mahsin.jpeg	Laki-Laki
282802	102	RAHMAT SORI ALAM, SH,MH	PARTAI GERAKAN INDONESIA RAYA	5	photo.jpeg	Laki-Laki
231529	102	NURINSYAH	PARTAI GERAKAN INDONESIA RAYA	6	PHOTO.jpeg	Perempuan
144086	102	DRS. RAUDIN PURBA, MA	PARTAI GERAKAN INDONESIA RAYA	7	foto 4x6.jpeg	Laki-Laki
212785	102	H. WAHYUDI, SH	PARTAI GERAKAN INDONESIA RAYA	8	wahyudi.jpg	Laki-Laki
260598	102	ELFIANA NASUTION	PARTAI GERAKAN INDONESIA RAYA	9	elviana.jpg	Perempuan
279732	102	MUHAMMAD FADLY ABDINA, SP, MSi	PARTAI GERAKAN INDONESIA RAYA	10	FADLYABDINA.jpeg	Laki-Laki
103635	102	dr. MERIAHTA SITEPU	PARTAI DEMOKRASI INDONESIA PERJUANGAN	1	Meriahta.jpg	Perempuan
103981	102	HERMAN SEMBIRING	PARTAI DEMOKRASI INDONESIA PERJUANGAN	2	HERMAN SEMBIRING.jpg	Laki-Laki
105913	102	JUMARI S	PARTAI DEMOKRASI INDONESIA PERJUANGAN	3	Jumari.jpg	Laki-Laki
104348	102	BEREN MULI SINURAYA	PARTAI DEMOKRASI INDONESIA PERJUANGAN	4	beren muli.jpg	Laki-Laki
104559	102	ISMAIL MARZUKI	PARTAI DEMOKRASI INDONESIA PERJUANGAN	5	Ismail Marzuki.JPG	Laki-Laki
228763	102	SUKARSEH	PARTAI DEMOKRASI INDONESIA PERJUANGAN	6	foto sukarseh.jpeg	Perempuan
216707	102	SEDAR SEMBIRING, SH	PARTAI DEMOKRASI INDONESIA PERJUANGAN	7	sedar.jpeg	Laki-Laki
119503	102	SUGIANTO MAKMUR	PARTAI DEMOKRASI INDONESIA PERJUANGAN	8	Sugianto M.jpg	Laki-Laki
232447	102	LUCY PRASETIAWATI	PARTAI DEMOKRASI INDONESIA PERJUANGAN	9	LUCY PRASE.jpeg	Perempuan
255057	102	dr. ROBERT VALENTINO TARIGAN, SPd, SH	PARTAI DEMOKRASI INDONESIA PERJUANGAN	10	valentino tarigan.jpeg	Laki-Laki
109806	102	PUTRI SUSI MEILANI DAULAY, SE	Partai Golongan Karya	1	PUTRI SUSI MELANI.jpg	Perempuan
109859	102	H. ZAINUDDIN PURBA, SH	Partai Golongan Karya	2	ZAINUDDIN PURBA.jpg	Laki-Laki
73507	102	H. RIZKY YUNANDA SITEPU, STP	Partai Golongan Karya	3	FOTO.jpg	Laki-Laki
126193	102	ZULCHAIRI PAHLAWAN, SH	Partai Golongan Karya	4	ZULCHAIRI PAHLAWAN-NEW.jpg	Laki-Laki
97919	102	SAMPANG MALEM	Partai Golongan Karya	5	SAMPANG MALEM.JPG	Laki-Laki
237403	102	SITI MARYAM YUSS, S.Pd	Partai Golongan Karya	6	SITI MARYAM YUSS.jpg	Perempuan
190436	102	DRS. TENGKU JUSUF MACHMOED, MM	Partai Golongan Karya	7	TENGKU YUSUF.jpg	Laki-Laki
144345	102	BUDIARDI, SE	Partai Golongan Karya	8	BUDI ARDI SE-2.jpg	Laki-Laki
127129	102	HJ. KAMSINAH TARIGAN, S.Pd.I	Partai Golongan Karya	9	KAMSINAH TARIGAN.jpg	Perempuan
231320	102	EDI SURAHMAN SINURAYA	Partai Golongan Karya	10	EDI SURAHMAN BB2.pdf	Laki-Laki
147392	102	DRS. H. SULISTIANTO, M.SI	Partai NasDem	1	WhatsApp Image 2018-07-16 at 20.22.54(1).jpeg	Laki-Laki
57063	102	DRS. ANHAR A MONEL, MAP	Partai NasDem	2	Foto.JPG.jpeg	Laki-Laki
65301	102	DHEA RAISA DARUS, S.IP, M.SI	Partai NasDem	3	Foto. Jpeg.jpeg	Perempuan
64811	102	RICKY ANTHONY	Partai NasDem	4	Foto.JPG.jpeg	Laki-Laki
57507	102	H. ELYUZAR SIREGAR, SH, M.HUM	Partai NasDem	5	Foto.2 Jpeg.jpeg	Laki-Laki
64896	102	AYSAN SRI EMILDA SISKA	Partai NasDem	6	Foto.JPG.jpeg	Perempuan
64975	102	AFRIZAL KHAN, S.KOM	Partai NasDem	7	AFRIZAL KHAN-SUMUT 12.jpg	Laki-Laki
